# id ud_raw uq_raw vdc error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag
00000db5 1ea2502ee8 30c59047d1 07c980c 0 0044decc3e 006da594c8 1e5d7162aa 3057eab309 0226f66 036d2ca 0023f879b 1 1
00000db6 ac1ec59d63 052289ed34 0641ca0 0 ff9827b821 00065b6ccc ac869de542 051c2e8068 1cc13dc 0032db6 0013ceedd 1 1
00000db7 f69b30bc4e ae4c86dd3e 01b6cc5 0 fffcbe9786 ffe3af8ea9 f69e7224c8 ae68d74e95 1fe5f4c 1f1d7c7 00058b815 1 1
00000db8 172693ed50 faea34ba29 00819fa 0 000839273c fffe319876 171e5ac614 faec0321b3 0041c94 1ff18cc 0005aeec0 1 1
00000db9 08226beab6 1781d0f588 0a48fc9 0 0037ecf396 00a19d5d03 07ea7ef720 16e0339885 01bf67a 050ceaf 006e0098c 1 1
00000dba ad11dc1ce5 f59093f1ec 00d91ad 0 fff2024b7a fffe3d4ef2 ad1fd9d16b f59256a2fa 1f90126 1ff1ea7 0002b307b 1 1
00000dbb 3e458aa1b5 e75bf61132 0c3aba0 0 00bd14f150 ffb52e40b8 3d8875b065 e7a6c7d07a 05e8a79 1da9720 0030951b3 1 1
00000dbc b6316ac63f d289592005 082f7d0 0 ff8c1d6d57 ffb89e0969 b6a54d58e8 d2d0bb169c 1c60eb7 1dc4f05 00191f2ba 1 1
00000dbd 8a4574d80e d1d0056330 0eda1d7 0 ff1a1acd4b ffa5cea9d8 8b2b5a0ac3 d22a36b958 18d0d67 1d2e755 001f3e7c4 1 1
00000dbe 5abe30765e 823cf729c9 0f4bb23 0 0094d13552 ff31c08feb 5a295f410c 830b3699de 04a689b 198e048 001a3d630 1 1
00000dbf f631c3c4d8 314cd9942c 0c332b7 0 ffd86d8dc9 00c6f568bd f65956370f 3085e42b6f 1ec36c7 0637ab4 0040920c1 1 1
00000dc0 40bdd1dea9 dacc738456 07b2721 0 006ef803d3 ffc03c5b6d 404ed9dad6 db0c3728e9 0377c02 1e01e2e 001b6caa2 1 1
00000dc1 7c6945bd96 299b28f168 067c552 0 0066462f6f 002233f340 7c02ff8e27 2978f4fe28 0332318 01119fa 000d272e1 1 1
00000dc2 1d11d9e2ac 9b628b8dbf 06e81d6 0 001fe063c3 ff91ab9103 1cf1f97ee9 9bd0dffcbc 00ff032 1c8d5c9 00118b7bf 1 1
00000dc3 a9decbd2e2 be19e65c80 0078f91 0 fff9c2769a fffb39b4cc a9e5095c48 be1eaca7b4 1fce13b 1fd9cda 000128c4c 1 1
00000dc4 c5acc94df8 317e826ee5 02dd0c7 0 ffdbb25790 001ece8642 c5d116f668 315fb3e8a3 1edd92c 00f6743 0009f57ac 1 1
00000dc5 eae2a7e8ec 536e2cffa6 04e1a6f 0 ffec1601ff 004eafbbe7 eaf691e6ed 531f7d43bf 1f60b01 02757de 000f17193 1 1
00000dc6 861a25d4ef 7e72f00bf7 098e8d8 0 ff91b66b83 007267b1bd 86886f696c 7e00885a3a 1c8db36 03933d9 000e79de0 1 1
00000dc7 3110056af6 d96a97242f 0e56759 0 00bb659e09 ff6ca0bfcb 30549fcced d9fdf66464 05db2cf 1b65060 003d1cdf8 1 1
00000dc8 3128a5fc7b 21c6d49760 08ccaa0 0 007897a92b 0052dbb7e2 30b00e5350 2173f8df7e 03c4bd5 0296ddc 00273ffb7 1 1
00000dc9 d154aa4435 064c47408f 0991a3f 0 ff62520ac9 0015475644 d1f258396c 0636ffea4b 1b12905 00aa3ab 00360efba 1 1
00000dca 242ad3d64b 370d7c67a5 0e32c30 0 0081a083de 00c55063a3 23a933526d 36482c0402 040d042 062a832 00395873c 1 1
00000dcb 8291c045ba e7b3fad30c 05e1147 0 ffa006b6e6 ffed68ba04 82f1b98ed4 e7c6921908 1d0035b 1f6b45d 000c3e122 1 1
00000dcc e883db28ca cd900db7a8 03a27d1 0 ffe67d2732 ffc9361069 e89d5e0198 cdc6d7a73f 1f33e94 1e49b08 00116162d 1 1
00000dcd 83dcbbae12 a907dde59a 06760c1 0 ffa802e499 ffc25b3562 8434b8c979 a94582b038 1d40172 1e12d9b 000b573d7 1 1
00000dce b1860530b6 64bf04543c 04fa517 0 ffcd23009e 00414c0882 b1b8e23018 647db84bba 1e69180 020a604 000a5ec1b 1 1
00000dcf d6abd8d655 aaba35d79e 009e1c2 0 fffb8562f2 fff6c237e8 d6b0537363 aac3739fb6 1fdc2b1 1fb611c 0001bbe66 1 1
00000dd0 a66cc3475f 4b8191949c 02eb4d0 0 ffdae3315f 001f4892e1 a691e01600 4b624901bb 1ed7199 00fa449 0006a10b2 1 1
00000dd1 074ab18ee8 a2376b31b8 0499ca0 0 0005ee16b4 ffb3bb050d 0744c37834 a283b02cab 002f70b 1d9dd83 000d03128 1 1
00000dd2 6c119866a8 d39b174997 05080f0 0 004d62fbf7 ffe035bb59 6bc4356ab1 d3bae18e3e 026b17e 1f01ade 000b75181 1 1
00000dd3 f74e3650f8 973b7f213a 0a3d230 0 fff1eb79b5 ff5655de0e f75c4ad743 97e529432c 1f8f5bd 1ab2aef 0019e9377 1 1
00000dd4 48ec5e7f6f 800a6252e3 0feb68f 0 0083108c0f ff1a04ef4a 48694df360 80f05d6399 0418846 18d0278 001cc1b75 1 1
00000dd5 a4d5a7e085 3dcc6887b6 03a3522 0 ffcdedc923 0021f11b8c a507ba1762 3daa776c2a 1e6f6e5 010f88e 0008c9a9b 1 1
00000dd6 dd23b7ba6d 220172646a 052d55a 0 ffc2611a37 003c1c1366 dd6156a036 21c5565104 1e1308d 01e0e0a 001c483e7 1 1
00000dd7 71ee7e81fd b7efea7738 0b3a698 0 009dc9041a ff9c3308cc 7150b57de3 b853b76e6c 04ee482 1ce1984 001628991 1 1
00000dd8 1c7423d5e2 30e774008b 05ee4e3 0 00319820cd 00553d2fe3 1c428bb515 309236d0a8 018cc10 02a9e98 001be3419 1 1
00000dd9 4b75340236 ee3c918713 0063572 0 000647d977 fffe857faf 4b6eec28bf ee3e0c0764 00323ed 1ff42c0 000154ed4 1 1
00000dda 03a8a9cc61 cb7bef3442 03b6c12 0 00044ac1ba ffc2656208 03a45f0aa7 cbb989d23a 0022561 1e132b1 0012c4d47 1 1
00000ddb cba84e38b6 97a615119a 070a3f2 0 ffcb83fe83 ff975db0f1 cbdcca3a33 980eb760a9 1e5c1ff 1cbaed8 00100b198 1 1
00000ddc 6ae80305bc f49f673655 0597409 0 005c70c71c fff6298391 6a8b923ea0 f4a93db2c4 02e3864 1fb14c2 000dd5c29 1 1
00000ddd fcfb28ba69 71175f6b73 0dbf6b3 0 fff9e66718 00e482f45c fd01425351 7032dc7717 1fcf334 072417a 00205459d 1 1
00000dde ff2449e65b 60aac9b5aa 08f4a8b 0 fffead8e24 0094e81d15 ff259c5837 6015e19895 1ff56c7 04a740f 0018a5815 1 1
00000ddf 1bc5276586 c1e77b96c0 098d78a 0 0040d87049 ff6f005edb 1b844ef53d c2787b37e5 0206c38 1b7802f 00255c7c3 1 1
00000de0 86e78be5e8 1b9d0fe5cf 025ea0b 0 ffd995a0ee 0008c28a72 870df644fa 1b944d5b5d 1eccad0 0046145 000513631 1 1
00000de1 3a0c5a0819 5263b3ae75 06bc352 0 004080901a 005b8cbaf2 39cbd977ff 520826f383 0204048 02dc65d 0011c7675 1 1
00000de2 b0665d933d 7d461fadfd 03861c7 0 ffe09376b0 00317469d7 b085ca1c8d 7d14ab4426 1f049bb 018ba35 000650fd5 1 1
00000de3 4c651fb057 efbc69b3f1 0721e0e 0 0073fea82c ffe74e3258 4bf121082b efd51b8199 039ff54 1f3a719 00184b2ea 1 1
00000de4 062abbcb91 ef5545eaf4 0fd8668 0 005b6dd4bc ff08e6c918 05cf4df6d5 f04c5f21dc 02db6ea 1847365 00ed3611a 1 1
00000de5 170b11b91b 69d2f641f6 08db906 0 001f562789 008fe90bc1 16ebbb9192 69430d3635 00fab14 047f486 0015c2285 1 1
00000de6 01258d600d 63561e40e3 0d36129 0 0002891de9 00dba84c8a 0123044224 627a75f459 001448f 06dd426 00236145a 1 1
00000de7 a59d6f7542 f440087123 037862d 0 ffc6c77435 fff88fb7e7 a5d6a8010d f44778b93c 1e363ba 1fc47dc 000a2117c 1 1
00000de8 9f9945f5c8 6785529627 08e2573 0 ff9b53efa2 006c1b67ed 9ffdf20626 6719372e3a 1cda9f8 0360db4 0010b576e 1 1
00000de9 b043dc953d 4a8af44e6e 021108f 0 ffe6e625cc 0017776b01 b05cf66f71 4a737ce36d 1f37313 00bbbb6 000509717 1 1
00000dea c74626933a 18c41a7c1e 0ae409c 0 ff5a0a078d 004874fa1a c7ec1c8bad 187ba58204 1ad0504 0243a7d 002ecf7f3 1 1
00000deb 092b3e8750 38e9294e7a 06c468d 0 0011e5dba9 006f173bf9 091958aba7 387a121281 008f2ee 0378b9e 001f3b750 1 1
00000dec 06b416ab73 f7fa560806 063c7fc 0 00427de659 ffb06dafbf 067198c51a f849e85847 0213ef3 1d836d8 009eb4440 1 1
00000ded fd75b426f2 525e86721a 0d567a4 0 fff929ed8b 00ddabe2d1 fd7c8a3967 5180da8f49 1fc94f7 06ed5f1 002b0f1f4 1 1
00000dee a6603d7fad 06cfa0d33d 029884e 0 ffd4f65ad2 0003454b51 a68b4724db 06cc5b87ec 1ea7b2d 001a2a6 0007aee89 1 1
00000def 7147758f60 f37a70fffc 0c9da1a 0 00d08031b4 ffe8f3df43 7076f55dac f3917d20b9 0684019 1f479f0 001d73116 1 1
00000df0 8518976c19 940fad666e 0c9d239 0 ff626898a1 ff7598f059 85b62ed378 949a147615 1b1344c 1bacc78 001484063 1 1
00000df1 42d8e204f1 fe1e3bbdbe 07985ea 0 007e3d9114 fffc722fd7 425aa473dd fe21c98de7 03f1ec9 1fe3918 001e3744e 1 1
00000df2 ba1b54a58c f1006166e5 03abee2 0 ffc44f0447 fff330d3a9 ba5705a145 f10d30933c 1e22782 1f9986a 000daa21a 1 1
00000df3 6fcc76e6d0 1998d1fe2b 0578ba0 0 0058af615c 00144e11dc 6f73c78574 198483ec4f 02c57b1 00a2709 000cb12e2 1 1
00000df4 747100f8a4 c61072619e 055ddf9 0 004fe49374 ffd83fc37c 74211c6530 c638329e22 027f24a 1ec1fe2 000afa59c 1 1
00000df5 df978520f2 0ad6ac6bc7 0b1982a 0 ff50f7bfff 003a89aa19 e0468d60f3 0a9c22c1ae 1a87be0 01d44d5 005669fbc 1 1
00000df6 f8d1028a7c e5d6c975f5 0b2aa24 0 ffced5ea38 ff4cf4239e f9022ca044 e689d55257 1e76af5 1a67a12 006d811b4 1 1
00000df7 d466f17c04 b57b870168 033f37a 0 ffe4bc7149 ffd1668b36 d482350abb b5aa207632 1f25e39 1e8b346 000a016e2 1 1
00000df8 5a9345df30 3034f64946 0cf2784 0 00be0a7a00 0065253e20 59d53b6530 2fcfd10b26 05f053d 032929f 0021920a4 1 1
00000df9 19a4d3088b 612a9e3fe8 05f32d0 0 00193ee5ec 005fa86976 198b94229f 60caf5d672 00c9f73 02fd435 000fc067b 1 1
00000dfa 0d60501e50 eacf75a59a 00a55fb 0 0005bbd717 fff6eac1e3 0d5a944739 ead88ae3b7 002ddec 1fb7561 0006dbc2b 1 1
00000dfb db17cc30cc fd41328b5f 0ca026e 0 ff2ea4db78 fff06d5625 dbe9275554 fd50c5353a 197526e 1f836ab 005ac2a73 1 1
00000dfc 68e450c0a7 3a7225423f 013dc23 0 001207759a 000a0bbd74 68d2494b0d 3a681984cb 00903bb 00505df 0002c0088 1 1
00000dfd 6916146560 875b68fd13 0848a63 0 005a785705 ff98231118 68bb9c0e5b 87c345ebfb 02d3c2c 1cc1189 000dc64c5 1 1
00000dfe 844a222668 691b0042e8 0cd50eb 0 ff5d64a066 008a26fcd4 84ecbd8602 6890d94614 1aeb250 045137e 001507d8e 1 1
00000dff 4ddeb5ad89 bd011d5204 02fa456 0 0025882c1b ffdfb594be 4db92d816e bd2167bd46 012c416 1efdaca 0007b632d 1 1
00000e00 7312d9d95a 43a2abc6ff 069a658 0 005ea7c56a 0037a269ee 72b43213f0 436b095d11 02f53e3 01bd135 000d29383 1 1
00000e01 3e73f4ec1e 8ce2483f6c 0bb4af0 0 005cd1240b ff54ea66b9 3e1723c813 8d8d5dd8b3 02e6892 1aa7533 0017c76f2 1 1
00000e02 a1e60069f0 c86097c0be 0814fcd 0 ff8c505e41 ffbb9e6f44 a259b00baf c8a4f9517a 1c6282f 1ddcf38 0013ab84b 1 1
00000e03 f85f60d9c0 62f88c0b4a 0786e83 0 fff6620f81 007cc94772 f868feca3f 627bc2c3d8 1fb3108 03e64a4 00142c646 1 1
00000e04 9f3f634922 ce05bc219b 0ac31b8 0 ff61025a36 ffaddf802b 9fde60eeec ce57dca170 1b0812d 1d6efc0 001a4adb0 1 1
00000e05 52ad99e3a3 e2c64ad1cd 0886d92 0 0085acac3d ffd0bf8785 5227ed3766 e2f58b4a48 042d656 1e85fc4 0019de701 1 1
00000e06 e0d8957dbb 0e7aa66186 03e9849 0 ffc5026196 001b6a9eb5 e113931c25 0e5f3bc2d1 1e28131 00db54f 001e4bdcd 1 1
00000e07 2b107b8dbb d6999f51bb 071aeec 0 00552b6686 ffae1f5174 2abb502735 d6eb800047 02a95b3 1d70fa9 001fa4c38 1 1
00000e08 aef28bd9c3 2eddbf1053 0bc6aa9 0 ff567d27ea 006203c2cd af9c0eb1d9 2e7bbb4d86 1ab3e94 03101e1 002176436 1 1
00000e09 3d7c0ba5af 78001ef780 0bcac1e 0 005968d48f 00ae808760 3d22a2d120 77519e7020 02cb46a 0574044 001744505 1 1
00000e0a 9188f61dc3 baf48ef1c3 0b2222b 0 ff63050a50 ff9de1ab30 9225f11373 bb56ad4693 1b18285 1cef0d6 0016bcc53 1 1
00000e0b 67e4e3ff41 65e14d5e95 0dfe12e 0 00a61e9712 00a2e6332e 673ec5682f 653e672b67 0530f4c 051731a 001995389 1 1
00000e0c 70f78c584f 92865a51d9 09de653 0 0075d6c996 ff8dcdaa69 7081b58eb9 92f88ca770 03aeb65 1c6e6d5 0010b0a6e 1 1
00000e0d 59bb982eec fc2d79761d 0bbc384 0 00c2f3f7bd fff7b20f7a 58f8a4372f fc35c766a3 06179fc 1fbd908 0022c2f2d 1 1
00000e0e e0aafa5456 038939f1b1 0acac84 0 ff4daf1b6c 00141fc8ec e15d4b38ea 03751a28c5 1a6d78e 00a0fe4 005b0efa3 1 1
00000e0f 0117806167 4101d0b0b5 01bdf62 0 00007c8604 001cf642e0 011703db63 40e4da6dd5 0003e43 00e7b21 000720d99 1 1
00000e10 216d9d4b05 d08020daa0 0602cd0 0 003985beae ffae439303 2134178c57 d0d1dd479d 01cc2df 1d721ca 001b884d5 1 1
00000e11 d618562ab9 2101a86bc8 01a4be3 0 ffea881b75 0010e8d8d4 d62dce0f44 20f0bf92f4 1f5440e 008746c 0008326c5 1 1
00000e12 dc24f18abe eb9d1be07b 055d030 0 ffb27990f7 ffd3ec02b3 dc7277f9c7 ebc92fddc8 1d93cc8 1e9f601 002298236 1 1
00000e13 bc3d33c9e4 2587f2501c 04985da 0 ffbd2912fb 0025054d9c bc800ab6e9 2562ed0280 1de9489 01282a7 000fc84e1 1 1
00000e14 afae657cb7 c08be28ffe 0c86d8f 0 ff5c8f474b ff7ee0eb04 b051d6356c c10d01a4fa 1ae47a4 1bf7076 00208eeef 1 1
00000e15 435c76e2dd 4eee16c3ca 09abcc0 0 006863e231 007a518960 42f41300ac 4e73c53a6a 03431f1 03d28c5 0018cb9a9 1 1
00000e16 13c91ca7c3 abc74e9a2a 0977c74 0 002400ec44 ff66be4491 13a51bbb7f ac60905599 0120076 1b35f22 001d1d711 1 1
00000e17 7e5d502584 9b87a5ecba 005393a 0 00043fc45f fffc9f22da 7e59106125 9b8b06c9e0 0021fe2 1fe4f91 000089bb1 1 1
00000e18 e798b4ab7f bfd6107b55 085aaf9 0 ffce9e57e6 ff7e2971bd e7ca165399 c057e70998 1e74f2c 1bf14b9 0020606ca 1 1
00000e19 780ec1f4f6 21eca843da 07fda7c 0 007fdcd660 0024214026 778ee51e96 21c88703b4 03fee6b 01210a0 00110a486 1 1
00000e1a ed92f532d2 884eb0e5ab 0d30240 0 ffdea29b33 ff27442ffa edb452979f 89276cb5b1 1ef514e 193a218 001cf8d72 1 1
00000e1b e811da5409 1013060dba 022f706 0 ffe1d628e6 001442dfd2 e830042b23 0ffec32de8 1f0eb14 00a2170 00142ae54 1 1
00000e1c 15f561e764 9357417c5c 0d650e3 0 002c1e185b ff25b08288 15c943cf09 943190f9d4 0160f0c 192d841 00202566d 1 1
00000e1d fc5e3eb8e3 0a1fd43a5f 0fb230b 0 ffa7e009f2 00f5a93723 fcb65eaef1 092a2b033c 1d3f005 07ad49c 01843b0b7 1 1
00000e1e 04c202ba26 3058d38e23 035647c 0 00056f2c49 0037386ac5 04bc938ddd 30219b235e 002b796 01b9c35 001246522 1 1
00000e1f b789221f81 0f7e9e3439 09ca9b6 0 ff60ca3eb1 00220afb0c b82857e0d0 0f5c93392d 1b0651f 011057e 0023273e5 1 1
00000e20 b5c6ce8c22 7faf902d7b 03b3070 0 ffe1164c02 00352ddd53 b5e5b84020 7f7a625028 1f08b26 01a96ef 0006a9ebb 1 1
00000e21 3e321f610a 782635692a 0c58129 0 005e5b7178 00b64742d7 3dd3c3ef92 776fee2653 02f2db9 05b23a1 0018460a1 1 1
00000e22 fde23dc01f 5135a63924 0904e45 0 fffc17e464 0095ea80dc fde625dbbb 509fbbb848 1fe0bf2 04af540 001d89603 1 1
00000e23 440e3c5c5c ca1f176a99 0ab9516 0 008bce0b58 ff91519684 43826e5104 ca8dc5d415 045e706 1c8a8cb 0020de4e5 1 1
00000e24 59aa1fde4e 4d7014c36e 038e211 0 002cbd3f18 0026a378ea 597d629f36 4d49714a84 0165ea0 01351bc 0007fbc01 1 1
00000e25 492f776b1e 2797a2cbdf 04f9e9f 0 0048c6ad88 00275ef25a 48e6b0bd96 277043d985 0246357 013af79 000fe9174 1 1
00000e26 4000d8e386 0aaedde74c 00f9d16 0 00100135bc 0002abe220 3ff0d7adca 0aac32052c 008009b 00155f1 0004003fe 1 1
00000e27 94b4da924e 88023ccbc1 0ee81c4 0 ff5ac87d34 ff473b0036 955a12151a 88bb01cb8b 1ad643f 1a39d80 0018a3426 1 1
00000e28 72bda1c2e2 6bc6591f47 01e3f30 0 0016e9504f 0015853a78 72a6b87293 6bb0d3e4cf 00b74a8 00ac29d 000331e33 1 1
00000e29 f2f6a312aa a0eeb83f89 02ae02e 0 fff9f24b82 ffd3dafadc f2fcb0c728 a11add44ad 1fcf926 1e9ed7d 00076dfa7 1 1
00000e2a 14fc4f9b72 7949650832 00bc1ff 0 0002154f7e 000c0a47c7 14fa3a4bf4 793d5ac06b 0010aa8 0060524 0001969c6 1 1
00000e2b 2259a77006 a209ac1be0 0dd20fb 0 004ee73b3b ff282aa3ea 220ac034cb a2e18177f6 027739e 1941552 0024c09be 1 1
00000e2c 839f8daa1d 8cfbd36d96 06bee83 0 ffada60151 ffb3d89c24 83f1e7a8cc 8d47fad172 1d6d301 1d9ec4e 000a98048 1 1
00000e2d eb88b176b4 9e5a0f269c 0132846 0 fffbea81fa ffec83b719 eb8cc6f4ba 9e6d8b6f83 1fdf541 1f641dc 000331591 1 1
00000e2e 09a392551d fcd414d5a2 0d52d9f 0 00d271395c ffbac1cc39 08d1211bc1 fd19530969 069389d 1dd60e6 015d51dd7 1 1
00000e2f 245688c859 20c467b4e2 0ec222f 0 00b63ec001 00a4562476 23a04a0858 202011906c 05b1f60 0522b12 00503e8f0 1 1
00000e30 a24c380078 4d3b008285 0470f2b 0 ffc703af54 002ef7daec a285345124 4d0c08a799 1e381d8 0177bed 0009bb01e 1 1
00000e31 a207e417f1 a1cb807015 000f2bd 0 ffff4dd962 ffff4d66e5 a208963e8f a1cc330930 1ffa6ed 1ffa6b3 00001e556 1 1
00000e32 4f28ad5707 2416c0c634 073a9a3 0 006d5ec08c 0031dcc03d 4ebb4e967b 23e4e405f7 036af60 018ee60 00161b403 1 1
00000e33 04a56a56aa 5c9b6c2ba7 0c18c37 0 000a1423be 00c8e35510 049b5632ec 5bd288d697 0050a12 06471ab 0022b53fc 1 1
00000e34 ea71fd8c45 faee086626 0024ff4 0 fffda92b17 ffff7323fa ea7454612e faee95422c 1fed496 1ffb992 0001bc82c 1 1
00000e35 dc5c825767 db086dfe48 0b349d0 0 ff7eaec76a ff79dcc6e3 dcddd38ffd db8e913765 1bf5764 1bcee63 003a0e9ef 1 1
00000e36 7478f983ba 0a57494611 010cd90 0 001164cc77 00018b56f4 746794b743 0a55bdef1d 008b266 000c5ab 000263aff 1 1
00000e37 8b11a059c3 c772dcb059 03777ad 0 ffcc1b5447 ffe6e7251c 8b4585057c c78bf58b3d 1e60daa 1f37393 000719c6e 1 1
00000e38 b94671fbd1 3d2c598080 0bac80e 0 ff6d306892 007efbd2e2 b9d941933f 3cad5dad9e 1b69834 03f7de9 0021367ec 1 1
00000e39 9018c0a7a5 7e2389ee0f 0a45e42 0 ff8ea3ed2f 007fc7cb03 908a1cba76 7da3c2230c 1c751f7 03fe3e6 0010354e9 1 1
00000e3a 3acdc98f05 8bd014d054 0904ac1 0 0043b6e187 ff7a34ffa9 3a8a12ad7e 8c55dfd0ab 021db71 1bd1a80 00126caa4 1 1
00000e3b 490815ae1c 6c7ceabf2d 054d854 0 00313d325a 004924f0e0 48d6d87bc2 6c33c5ce4d 0189e99 0249278 000ac9969 1 1
00000e3c bba7081f18 12c5ea4bb6 07065b5 0 ff8f5d6a1a 001ef0088e bc17aab4fe 12a6fa4328 1c7aeb5 00f7804 001a5e1c3 1 1
00000e3d cc62660a3e 729e919cf4 019a1bc 0 fff50fff05 001849c86c cc6d560b39 728647d488 1fa8800 00c24e4 000363f49 1 1
00000e3e e44335eac8 e90ba61114 016b1e4 0 ffedd472d8 fff0f68c35 e4556177f0 e91aaf84df 1f6ea39 1f87b46 000a7b303 1 1
00000e3f 3aa155d220 f5a1d5d016 08ce417 0 00902e663b ffe680fa02 3a11276be5 f5bb54d614 0481733 1f3407d 002758bb2 1 1
00000e40 c96e615989 d1031d50bd 01d3289 0 ffe901b963 ffec337a21 c9855fa026 d116e9d69c 1f480dd 1f619bd 0006bde6c 1 1
00000e41 ad17411dd7 6bc217dc0c 00980ce 0 fff9fa49f1 0007d3c87d ad1d46d3e6 6bba44138f 1fcfd25 003e9e4 00012985e 1 1
00000e42 c7775b23be 15ca0dbc5f 0cac467 0 ff3b607441 004bc859e6 c83bfaaf7d 157e456279 19db03a 025e42d 0037a5cce 1 1
00000e43 60943b5171 0678055083 0f86405 0 01018edf3b 0011404baf 5f92ac7236 0666c504d4 080c770 008a026 002aab42d 1 1
00000e44 ace90ebd2c 398348296b 0775ac0 0 ff9a02ff78 00469814c5 ad4f0bbdb4 393cb014a6 1cd0180 0234c0a 0013a3a1d 1 1
00000e45 5e9f776849 3063f8850c 0259171 0 0022c29b00 0011c6c7a9 5e7cb4cd49 305231bd63 011614e 008e364 0005e0af6 1 1
00000e46 414b79b781 a6e447e2e7 023365b 0 0015a11070 ffe27b8837 4135d8a711 a701cc5ab0 00ad088 1f13dc4 00054cd0c 1 1
00000e47 ff681550ad b537fea070 0846d24 0 fffee86ef2 ff766202d5 ff692ce1bb b5c19c9d9b 1ff7437 1bb3101 001d71b6c 1 1
00000e48 463f06b136 073edfe91c 04399f3 0 0045e1f49c 0007354659 45f924bc9a 0737aaa2c3 022f0fa 0039aa3 000feacd2 1 1
00000e49 bf6d08238c a9bcdfb416 08beb7d 0 ffa8dc48fb ff8b97ecf3 bfc42bda91 aa3147c723 1d46e24 1c5cbf6 00159758e 1 1
00000e4a 4fc200dffd 46b4314f88 0a683f0 0 00817e0278 0072cae314 4f4082dd85 4641666c74 040bf01 0396572 0019fa221 1 1
00000e4b 5af4d927d7 13dcee6793 033378f 0 0034003382 000b5b1c4d 5ac0d8f455 13d1934b46 01a001a 005ad8e 000925ba5 1 1
00000e4c e3f15fd99c 2fc13006ca 0cf9126 0 ff92ba8752 00b9fc3ef5 e45ea5524a 2f0733c7d5 1c95d44 05cfe1f 003e504ab 1 1
00000e4d 431509bfcc 558600bda1 02e5a89 0 001dbaf553 0025e740ea 42f74eca79 5560197cb7 00edd7b 012f3a0 00071750d 1 1
00000e4e aaec940704 d8b1736ec6 0b7d7b3 0 ff528fd587 ffafde3179 ab9a04317d d901953d4d 1a947eb 1d7ef19 00209e39b 1 1
00000e4f c2719b2c6d 4c391f328c 08ac17d 0 ffa566e42a 00702f4b71 c2cc344843 4bc8efe71b 1d2b372 03817a6 00178c77d 1 1
00000e50 7a874614c7 9ee4faa51d 04c12a8 0 003df57c66 ffcee58aa5 7a49509861 9f16151a78 01efabe 1e772c5 000817395 1 1
00000e51 ad5b2e1cb2 0d43c49541 0113dbc 0 ffee4f1433 0002d6e9b3 ad6cdf087f 0d40edab8e 1f7278a 0016b75 00036ccec 1 1
00000e52 353256d367 1b0bc08b7e 0b5ae82 0 00a84e4787 005591a92c 348a088be0 1ab62ee252 0542724 02ac8d5 00329f194 1 1
00000e53 4c21a0db55 7e8f99ddc3 0af405a 0 005de141b0 009c10f04a 4bc3bf99a5 7df388ed79 02ef0a1 04e0878 0013bae72 1 1
00000e54 013c9166d6 00dd3826c9 00a29d5 0 0008a85dfe 00060ccf11 0133e908d8 00d72b57b8 004542f 0030668 007005103 1 1
00000e55 59865d00cc 54304d5922 0524558 0 003e48c39c 003a925e36 5948143d30 53f5bafaec 01f2462 01d492f 000b21ab5 1 1
00000e56 20391dd740 b01e50ba64 007c8da 0 000306c3cc fff87f58a5 2036171374 b025d161bf 0018362 1fc3fac 000180b34 1 1
00000e57 385e022eb0 76cd831092 015a5e8 0 0009a4c870 0014535928 38545d6640 76b92fb76a 004d264 00a29ad 0002bcc57 1 1
00000e58 156ca3e380 2bb7a9780a 01ceb59 0 000d39be67 001afcc44a 155f6a2519 2b9cacb3c0 0069cdf 00d7e62 0009e0846 1 1
00000e59 0211736b67 7873722b08 0b50821 0 00033ad559 00bc1b2207 020e38960e 77b7570901 0019d6b 05e0d91 0018fca55 1 1
00000e5a 2e5ac8ff17 37a9aac19a 0753ea7 0 004df8d75f 005da107f4 2e0cd027b8 374c09b9a6 026fc6c 02ed084 001ae9c92 1 1
00000e5b 578c02ae1d 877ee33eb7 0a6356d 0 0065862ded ff7441b375 57267c8030 880aa18b42 032c317 1ba20da 00128df17 1 1
00000e5c 77a29d95e4 8a6935451a 0cef1f5 0 0099610646 ff693e8beb 77093c8f9e 8afff6b92f 04cb083 1b49f46 0014834cc 1 1
00000e5d c904227426 750f2375e8 05769ab 0 ffd960fdad 0052392d19 c92ac17679 74bcea48cf 1ecb07f 0291c97 000b3d10d 1 1
00000e5e b085549b1c 260e6f4763 0108fba 0 fff07a04a0 00076ed48f b094da967c 26070072d4 1f83d02 003b76a 000320013 1 1
00000e5f f11c27da2e 74b7598ba5 077cbc0 0 fff03ec72b 007b7ea179 f12be91303 743bdaea2c 1f81f64 03dbf51 0010ede16 1 1
00000e60 5a2708b149 a7df65f332 000ba24 0 00008a5451 ffff78c72a 5a267e5cf8 a7dfed2c08 000452a 1ffbc64 0000188ce 1 1
00000e61 ed52fe0fee e9a9603fd8 06562c7 0 ffbc6b4181 ffaf2a5c14 ed9692ce6d e9fa35e3c4 1de35a1 1d7952e 0039e5f2d 1 1
00000e62 de8bc35f26 af9785ac55 077a59d 0 ffd03c95e5 ff8d32ee7a debb86c941 b00a52bddb 1e81e4b 1c69977 0016d7fb0 1 1
